ID;Voting;Voted;Year;Jury.or.televoting;Points.given;Jury.points.this.year;Tele.points.this.year;All.points.this.year;All.points.from.voting.to.voted;All.points.from.voting.when.voted.in.final;All.points.to.voted.when.voting.takes.part;Mean.countries.taking.part
2363;Austria;United Kingdom;1980;J;7;106;0;106;168;0;0;0
2364;Austria;United Kingdom;2018;J;0;23;25;48;168;0;0;0
2365;Austria;United Kingdom;1982;J;12;76;0;76;168;0;0;0
2366;Austria;United Kingdom;1990;J;1;87;0;87;168;0;0;0
2367;Austria;United Kingdom;2014;J;0;40;0;40;168;0;0;0
2368;Austria;United Kingdom;2013;J;0;23;0;23;168;0;0;0
2369;Austria;United Kingdom;1999;J;0;38;0;38;168;0;0;0
2370;Austria;Yugoslavia;1981;J;0;35;0;35;24;0;0;0
2371;Austria;Yugoslavia;1983;J;1;125;0;125;24;0;0;0
2372;Austria;Yugoslavia;1992;J;0;44;0;44;24;0;0;0
2373;Austria;Yugoslavia;1982;J;0;21;0;21;24;0;0;0
2374;Austria;Yugoslavia;1990;J;0;81;0;81;24;0;0;0
2375;Austria;Yugoslavia;1976;J;0;10;0;10;24;0;0;0
2376;Austria;Yugoslavia;1986;J;1;49;0;49;24;0;0;0
2377;Austria;Yugoslavia;1991;J;0;1;0;1;24;0;0;0
2378;Austria;Yugoslavia;1989;J;10;137;0;137;24;0;0;0
2379;Austria;Yugoslavia;1984;J;0;26;0;26;24;0;0;0
2380;Austria;Yugoslavia;1988;J;4;87;0;87;24;0;0;0
2381;Austria;Yugoslavia;1987;J;8;92;0;92;24;0;0;0
2382;Azerbaijan;Albania;2021;T;0;22;35;57;20;0;0;0
2383;Azerbaijan;Albania;2009;J;0;48;0;48;20;0;0;0
2384;Azerbaijan;Albania;2012;J;0;146;0;146;20;0;0;0
2385;Azerbaijan;Albania;2010;J;0;62;0;62;20;0;0;0
2386;Azerbaijan;Albania;2015;J;0;34;0;34;20;0;0;0
2387;Azerbaijan;Albania;2018;J;12;126;58;184;20;0;0;0
2388;Azerbaijan;Albania;2008;J;1;55;0;55;20;0;0;0
2389;Azerbaijan;Albania;2018;T;0;126;58;184;20;0;0;0
2390;Azerbaijan;Albania;2021;J;0;22;35;57;20;0;0;0
2391;Azerbaijan;Albania;2019;J;7;43;47;90;20;0;0;0
2392;Azerbaijan;Albania;2019;T;0;43;47;90;20;0;0;0
2393;Azerbaijan;Armenia;2013;J;0;41;0;41;0;0;0;0
2394;Azerbaijan;Armenia;2010;J;0;141;0;141;0;0;0;0
2395;Azerbaijan;Armenia;2017;J;0;58;21;79;0;0;0;0
2396;Azerbaijan;Armenia;2016;J;0;115;134;249;0;0;0;0
2397;Azerbaijan;Armenia;2008;J;0;199;0;199;0;0;0;0
2398;Azerbaijan;Armenia;2015;J;0;34;0;34;0;0;0;0
2399;Azerbaijan;Armenia;2014;J;0;174;0;174;0;0;0;0
2400;Azerbaijan;Armenia;2017;T;0;58;21;79;0;0;0;0
2401;Azerbaijan;Armenia;2016;T;0;115;134;249;0;0;0;0
2402;Azerbaijan;Armenia;2009;J;0;92;0;92;0;0;0;0
2403;Azerbaijan;Australia;2018;J;0;90;9;99;11;0;0;0
2404;Azerbaijan;Australia;2019;T;0;153;131;284;11;0;0;0
2405;Azerbaijan;Australia;2015;J;0;196;0;196;11;0;0;0
2406;Azerbaijan;Australia;2017;T;0;171;2;173;11;0;0;0
2407;Azerbaijan;Australia;2016;J;7;320;191;511;11;0;0;0
2408;Azerbaijan;Australia;2016;T;2;320;191;511;11;0;0;0
2409;Azerbaijan;Australia;2017;J;0;171;2;173;11;0;0;0
2410;Azerbaijan;Australia;2018;T;0;90;9;99;11;0;0;0
2411;Azerbaijan;Australia;2019;J;2;153;131;284;11;0;0;0
2412;Azerbaijan;Austria;2016;J;0;31;120;151;1;0;0;0
2413;Azerbaijan;Austria;2015;J;0;0;0;0;1;0;0;0
2414;Azerbaijan;Austria;2018;J;0;271;71;342;1;0;0;0
2415;Azerbaijan;Austria;2011;J;0;64;0;64;1;0;0;0
2416;Azerbaijan;Austria;2016;T;0;31;120;151;1;0;0;0
2417;Azerbaijan;Austria;2014;J;1;290;0;290;1;0;0;0
2418;Azerbaijan;Austria;2017;T;0;93;0;93;1;0;0;0
2419;Azerbaijan;Austria;2017;J;0;93;0;93;1;0;0;0
2420;Azerbaijan;Austria;2018;T;0;271;71;342;1;0;0;0
2421;Azerbaijan;Belarus;2019;J;1;18;13;31;32;0;0;0
2422;Azerbaijan;Belarus;2019;T;5;18;13;31;32;0;0;0
2423;Azerbaijan;Belarus;2013;J;7;48;0;48;32;0;0;0
2424;Azerbaijan;Belarus;2010;J;0;18;0;18;32;0;0;0
2425;Azerbaijan;Belarus;2017;T;0;50;33;83;32;0;0;0
2426;Azerbaijan;Belarus;2014;J;7;43;0;43;32;0;0;0
2427;Azerbaijan;Belarus;2017;J;12;50;33;83;32;0;0;0
2428;Azerbaijan;Belgium;2017;J;0;108;255;363;7;0;0;0
2429;Azerbaijan;Belgium;2021;T;0;71;3;74;7;0;0;0
2430;Azerbaijan;Belgium;2010;J;0;143;0;143;7;0;0;0
2431;Azerbaijan;Belgium;2016;J;0;130;51;181;7;0;0;0
2432;Azerbaijan;Belgium;2016;T;0;130;51;181;7;0;0;0
2433;Azerbaijan;Belgium;2021;J;3;71;3;74;7;0;0;0
2434;Azerbaijan;Belgium;2013;J;0;71;0;71;7;0;0;0
2435;Azerbaijan;Belgium;2017;T;4;108;255;363;7;0;0;0
2436;Azerbaijan;Belgium;2015;J;0;217;0;217;7;0;0;0
2437;Azerbaijan;Bosnia and Herzegovina;2012;J;0;55;0;55;5;0;0;0
2438;Azerbaijan;Bosnia and Herzegovina;2009;J;2;106;0;106;5;0;0;0
2439;Azerbaijan;Bosnia and Herzegovina;2010;J;0;51;0;51;5;0;0;0
2440;Azerbaijan;Bosnia and Herzegovina;2011;J;0;125;0;125;5;0;0;0
2441;Azerbaijan;Bosnia and Herzegovina;2008;J;3;110;0;110;5;0;0;0
2442;Azerbaijan;Bulgaria;2018;T;1;100;66;166;37;0;0;0
2443;Azerbaijan;Bulgaria;2021;T;0;140;30;170;37;0;0;0
2444;Azerbaijan;Bulgaria;2016;T;8;127;180;307;37;0;0;0
2445;Azerbaijan;Bulgaria;2021;J;1;140;30;170;37;0;0;0
2446;Azerbaijan;Bulgaria;2017;T;12;278;337;615;37;0;0;0
2447;Azerbaijan;Bulgaria;2017;J;2;278;337;615;37;0;0;0
2448;Azerbaijan;Bulgaria;2018;J;5;100;66;166;37;0;0;0
2449;Azerbaijan;Bulgaria;2016;J;8;127;180;307;37;0;0;0
2450;Azerbaijan;Croatia;2008;J;0;44;0;44;6;0;0;0
2451;Azerbaijan;Croatia;2017;T;0;25;103;128;6;0;0;0
2452;Azerbaijan;Croatia;2016;J;0;40;33;73;6;0;0;0
2453;Azerbaijan;Croatia;2009;J;5;45;0;45;6;0;0;0
2454;Azerbaijan;Croatia;2017;J;1;25;103;128;6;0;0;0
2455;Azerbaijan;Croatia;2016;T;0;40;33;73;6;0;0;0
2456;Azerbaijan;Cyprus;2018;J;4;183;253;436;19;0;0;0
2457;Azerbaijan;Cyprus;2019;T;0;77;32;109;19;0;0;0
2458;Azerbaijan;Cyprus;2010;J;0;27;0;27;19;0;0;0
2459;Azerbaijan;Cyprus;2018;T;10;183;253;436;19;0;0;0
2460;Azerbaijan;Cyprus;2012;J;2;65;0;65;19;0;0;0
2461;Azerbaijan;Cyprus;2016;T;0;43;53;96;19;0;0;0
2462;Azerbaijan;Cyprus;2015;J;0;11;0;11;19;0;0;0
2463;Azerbaijan;Cyprus;2017;T;0;36;32;68;19;0;0;0
2464;Azerbaijan;Cyprus;2017;J;0;36;32;68;19;0;0;0
2465;Azerbaijan;Cyprus;2021;T;0;50;44;94;19;0;0;0
2466;Azerbaijan;Cyprus;2021;J;0;50;44;94;19;0;0;0
2467;Azerbaijan;Cyprus;2016;J;0;43;53;96;19;0;0;0
2468;Azerbaijan;Cyprus;2019;J;3;77;32;109;19;0;0;0
2469;Azerbaijan;Czech Republic;2018;J;0;66;215;281;6;0;0;0
2470;Azerbaijan;Czech Republic;2019;J;0;150;7;157;6;0;0;0
2471;Azerbaijan;Czech Republic;2016;T;0;41;0;41;6;0;0;0
2472;Azerbaijan;Czech Republic;2018;T;6;66;215;281;6;0;0;0
2473;Azerbaijan;Czech Republic;2019;T;0;150;7;157;6;0;0;0
2474;Azerbaijan;Czech Republic;2016;J;0;41;0;41;6;0;0;0
2475;Azerbaijan;Denmark;2011;J;0;134;0;134;9;0;0;0
2476;Azerbaijan;Denmark;2017;T;0;69;8;77;9;0;0;0
2477;Azerbaijan;Denmark;2014;J;0;74;0;74;9;0;0;0
2478;Azerbaijan;Denmark;2008;J;0;60;0;60;9;0;0;0
2479;Azerbaijan;Denmark;2009;J;0;74;0;74;9;0;0;0
2480;Azerbaijan;Denmark;2019;T;0;69;51;120;9;0;0;0
2481;Azerbaijan;Denmark;2010;J;4;149;0;149;9;0;0;0
2482;Azerbaijan;Denmark;2018;J;0;38;188;226;9;0;0;0
2483;Azerbaijan;Denmark;2018;T;0;38;188;226;9;0;0;0
2484;Azerbaijan;Denmark;2017;J;0;69;8;77;9;0;0;0
2485;Azerbaijan;Denmark;2019;J;0;69;51;120;9;0;0;0
2486;Azerbaijan;Denmark;2013;J;5;281;0;281;9;0;0;0
2487;Azerbaijan;Denmark;2012;J;0;21;0;21;9;0;0;0
2488;Azerbaijan;Estonia;2012;J;0;120;0;120;11;0;0;0
2489;Azerbaijan;Estonia;2019;T;0;28;48;76;11;0;0;0
2490;Azerbaijan;Estonia;2015;J;4;106;0;106;11;0;0;0
2491;Azerbaijan;Estonia;2009;J;4;129;0;129;11;0;0;0
2492;Azerbaijan;Estonia;2018;T;0;143;102;245;11;0;0;0
2493;Azerbaijan;Estonia;2018;J;3;143;102;245;11;0;0;0
2494;Azerbaijan;Estonia;2019;J;0;28;48;76;11;0;0;0
2495;Azerbaijan;Estonia;2011;J;0;44;0;44;11;0;0;0
2496;Azerbaijan;Estonia;2013;J;0;19;0;19;11;0;0;0
2497;Azerbaijan;Finland;2009;J;0;22;0;22;5;0;0;0
2498;Azerbaijan;Finland;2008;J;0;35;0;35;5;0;0;0
2499;Azerbaijan;Finland;2011;J;0;57;0;57;5;0;0;0
2500;Azerbaijan;Finland;2021;J;0;83;218;301;5;0;0;0
2501;Azerbaijan;Finland;2021;T;5;83;218;301;5;0;0;0
2502;Azerbaijan;Finland;2014;J;0;72;0;72;5;0;0;0
2503;Azerbaijan;Finland;2013;J;0;13;0;13;5;0;0;0
2504;Azerbaijan;Finland;2018;J;0;23;23;46;5;0;0;0
2505;Azerbaijan;Finland;2018;T;0;23;23;46;5;0;0;0
2506;Azerbaijan;France;2012;J;0;21;0;21;15;0;0;0
2507;Azerbaijan;France;2011;J;0;82;0;82;15;0;0;0
2508;Azerbaijan;France;2009;J;0;107;0;107;15;0;0;0
2509;Azerbaijan;France;2008;J;0;47;0;47;15;0;0;0
2510;Azerbaijan;France;2013;J;0;14;0;14;15;0;0;0
2511;Azerbaijan;France;2016;J;0;148;109;257;15;0;0;0
2512;Azerbaijan;France;2019;J;0;67;38;105;15;0;0;0
2513;Azerbaijan;France;2021;T;2;248;251;499;15;0;0;0
2514;Azerbaijan;France;2018;J;0;114;59;173;15;0;0;0
2515;Azerbaijan;France;2015;J;0;4;0;4;15;0;0;0
2516;Azerbaijan;France;2018;T;0;114;59;173;15;0;0;0
2517;Azerbaijan;France;2021;J;4;248;251;499;15;0;0;0
2518;Azerbaijan;France;2017;T;5;45;90;135;15;0;0;0
2519;Azerbaijan;France;2010;J;0;82;0;82;15;0;0;0
2520;Azerbaijan;France;2019;T;0;67;38;105;15;0;0;0
2521;Azerbaijan;France;2014;J;0;2;0;2;15;0;0;0
2522;Azerbaijan;France;2017;J;0;45;90;135;15;0;0;0
2523;Azerbaijan;France;2016;T;4;148;109;257;15;0;0;0
2524;Azerbaijan;Georgia;2016;T;1;80;24;104;43;0;0;0
2525;Azerbaijan;Georgia;2008;J;4;83;0;83;43;0;0;0
2526;Azerbaijan;Georgia;2015;J;10;51;0;51;43;0;0;0
2527;Azerbaijan;Georgia;2010;J;8;136;0;136;43;0;0;0
2528;Azerbaijan;Georgia;2016;J;0;80;24;104;43;0;0;0
2529;Azerbaijan;Georgia;2013;J;10;50;0;50;43;0;0;0
2530;Azerbaijan;Georgia;2011;J;10;110;0;110;43;0;0;0
2531;Azerbaijan;Germany;2008;J;0;14;0;14;6;0;0;0
2532;Azerbaijan;Germany;2018;T;3;204;136;340;6;0;0;0
2533;Azerbaijan;Germany;2009;J;0;35;0;35;6;0;0;0
2534;Azerbaijan;Germany;2017;J;0;3;3;6;6;0;0;0
2535;Azerbaijan;Germany;2021;J;0;3;0;3;6;0;0;0
2536;Azerbaijan;Germany;2016;J;0;1;10;11;6;0;0;0
2537;Azerbaijan;Germany;2013;J;0;18;0;18;6;0;0;0
2538;Azerbaijan;Germany;2010;J;1;246;0;246;6;0;0;0
2539;Azerbaijan;Germany;2017;T;0;3;3;6;6;0;0;0
2540;Azerbaijan;Germany;2021;T;0;3;0;3;6;0;0;0
2541;Azerbaijan;Germany;2019;T;0;24;0;24;6;0;0;0
2542;Azerbaijan;Germany;2014;J;0;39;0;39;6;0;0;0
2543;Azerbaijan;Germany;2012;J;0;110;0;110;6;0;0;0
2544;Azerbaijan;Germany;2018;J;2;204;136;340;6;0;0;0
2545;Azerbaijan;Germany;2019;J;0;24;0;24;6;0;0;0
2546;Azerbaijan;Germany;2015;J;0;0;0;0;6;0;0;0
2547;Azerbaijan;Germany;2011;J;0;107;0;107;6;0;0;0
2548;Azerbaijan;Germany;2016;T;0;1;10;11;6;0;0;0
2549;Azerbaijan;Greece;2019;T;0;50;24;74;48;0;0;0
2550;Azerbaijan;Greece;2017;T;0;48;29;77;48;0;0;0
2551;Azerbaijan;Greece;2013;J;4;152;0;152;48;0;0;0
2552;Azerbaijan;Greece;2021;T;0;91;79;170;48;0;0;0
2553;Azerbaijan;Greece;2009;J;0;120;0;120;48;0;0;0
2554;Azerbaijan;Greece;2008;J;6;218;0;218;48;0;0;0
2555;Azerbaijan;Greece;2017;J;5;48;29;77;48;0;0;0
2556;Azerbaijan;Greece;2015;J;0;23;0;23;48;0;0;0
2557;Azerbaijan;Greece;2014;J;4;35;0;35;48;0;0;0
2558;Azerbaijan;Greece;2012;J;5;64;0;64;48;0;0;0
2559;Azerbaijan;Greece;2010;J;0;140;0;140;48;0;0;0
2560;Azerbaijan;Greece;2019;J;6;50;24;74;48;0;0;0
2561;Azerbaijan;Greece;2011;J;8;120;0;120;48;0;0;0
2562;Azerbaijan;Greece;2021;J;10;91;79;170;48;0;0;0
2563;Azerbaijan;Hungary;2016;T;7;52;56;108;36;0;0;0
2564;Azerbaijan;Hungary;2016;J;4;52;56;108;36;0;0;0
2565;Azerbaijan;Hungary;2018;T;0;28;65;93;36;0;0;0
2566;Azerbaijan;Hungary;2017;T;7;48;152;200;36;0;0;0
2567;Azerbaijan;Hungary;2013;J;0;84;0;84;36;0;0;0
2568;Azerbaijan;Hungary;2014;J;8;143;0;143;36;0;0;0
2569;Azerbaijan;Hungary;2017;J;0;48;152;200;36;0;0;0
2570;Azerbaijan;Hungary;2018;J;8;28;65;93;36;0;0;0
2571;Azerbaijan;Hungary;2011;J;2;53;0;53;36;0;0;0
2572;Azerbaijan;Hungary;2012;J;0;19;0;19;36;0;0;0
2573;Azerbaijan;Hungary;2015;J;0;19;0;19;36;0;0;0
2574;Azerbaijan;Iceland;2008;J;0;64;0;64;0;0;0;0
2575;Azerbaijan;Iceland;2021;J;0;198;180;378;0;0;0;0
2576;Azerbaijan;Iceland;2013;J;0;47;0;47;0;0;0;0
2577;Azerbaijan;Iceland;2012;J;0;46;0;46;0;0;0;0
2578;Azerbaijan;Iceland;2011;J;0;61;0;61;0;0;0;0
2579;Azerbaijan;Iceland;2019;T;0;46;186;232;0;0;0;0
2580;Azerbaijan;Iceland;2014;J;0;58;0;58;0;0;0;0
2581;Azerbaijan;Iceland;2021;T;0;198;180;378;0;0;0;0
2582;Azerbaijan;Iceland;2010;J;0;41;0;41;0;0;0;0
2583;Azerbaijan;Iceland;2019;J;0;46;186;232;0;0;0;0
2584;Azerbaijan;Iceland;2009;J;0;218;0;218;0;0;0;0
2585;Azerbaijan;Ireland;2018;J;0;74;62;136;1;0;0;0
2586;Azerbaijan;Ireland;2012;J;1;46;0;46;1;0;0;0
2587;Azerbaijan;Ireland;2010;J;0;25;0;25;1;0;0;0
2588;Azerbaijan;Ireland;2013;J;0;5;0;5;1;0;0;0
2589;Azerbaijan;Ireland;2011;J;0;119;0;119;1;0;0;0
2590;Azerbaijan;Ireland;2018;T;0;74;62;136;1;0;0;0
2591;Azerbaijan;Israel;2018;J;1;212;317;529;58;0;0;0
2592;Azerbaijan;Israel;2015;J;7;97;0;97;58;0;0;0
2593;Azerbaijan;Israel;2019;T;0;0;35;35;58;0;0;0
2594;Azerbaijan;Israel;2017;J;4;34;5;39;58;0;0;0
2595;Azerbaijan;Israel;2009;J;0;53;0;53;58;0;0;0
2596;Azerbaijan;Israel;2016;J;3;124;11;135;58;0;0;0
2597;Azerbaijan;Israel;2017;T;1;34;5;39;58;0;0;0
2598;Azerbaijan;Israel;2016;T;6;124;11;135;58;0;0;0
2599;Azerbaijan;Israel;2008;J;7;124;0;124;58;0;0;0
2600;Azerbaijan;Israel;2019;J;0;0;35;35;58;0;0;0
2601;Azerbaijan;Israel;2018;T;12;212;317;529;58;0;0;0
2602;Azerbaijan;Israel;2021;J;0;73;20;93;58;0;0;0
2603;Azerbaijan;Israel;2021;T;12;73;20;93;58;0;0;0
2604;Azerbaijan;Israel;2010;J;5;71;0;71;58;0;0;0
2605;Azerbaijan;Italy;2018;J;0;59;249;308;41;0;0;0
2606;Azerbaijan;Italy;2021;T;10;206;318;524;41;0;0;0
2607;Azerbaijan;Italy;2019;J;5;219;253;472;41;0;0;0
2608;Azerbaijan;Italy;2012;J;0;101;0;101;41;0;0;0
2609;Azerbaijan;Italy;2021;J;0;206;318;524;41;0;0;0
2610;Azerbaijan;Italy;2011;J;1;189;0;189;41;0;0;0
2611;Azerbaijan;Italy;2015;J;8;292;0;292;41;0;0;0
2612;Azerbaijan;Italy;2013;J;0;126;0;126;41;0;0;0
2613;Azerbaijan;Italy;2018;T;5;59;249;308;41;0;0;0
2614;Azerbaijan;Italy;2014;J;0;33;0;33;41;0;0;0
2615;Azerbaijan;Italy;2016;T;0;90;34;124;41;0;0;0
2616;Azerbaijan;Italy;2017;J;0;126;208;334;41;0;0;0
2617;Azerbaijan;Italy;2019;T;6;219;253;472;41;0;0;0
2618;Azerbaijan;Italy;2017;T;6;126;208;334;41;0;0;0
2619;Azerbaijan;Italy;2016;J;0;90;34;124;41;0;0;0
2620;Azerbaijan;Latvia;2016;J;0;69;63;132;5;0;0;0
2621;Azerbaijan;Latvia;2016;T;0;69;63;132;5;0;0;0
2622;Azerbaijan;Latvia;2008;J;0;83;0;83;5;0;0;0
2623;Azerbaijan;Latvia;2015;J;5;186;0;186;5;0;0;0
2624;Azerbaijan;Lithuania;2012;J;4;70;0;70;13;0;0;0
2625;Azerbaijan;Lithuania;2018;J;0;90;91;181;13;0;0;0
2626;Azerbaijan;Lithuania;2021;J;0;55;165;220;13;0;0;0
2627;Azerbaijan;Lithuania;2016;J;5;104;96;200;13;0;0;0
2628;Azerbaijan;Lithuania;2016;T;0;104;96;200;13;0;0;0
2629;Azerbaijan;Lithuania;2021;T;0;55;165;220;13;0;0;0
2630;Azerbaijan;Lithuania;2018;T;0;90;91;181;13;0;0;0
2631;Azerbaijan;Lithuania;2011;J;0;63;0;63;13;0;0;0
2632;Azerbaijan;Lithuania;2009;J;1;23;0;23;13;0;0;0
2633;Azerbaijan;Lithuania;2015;J;0;30;0;30;13;0;0;0
2634;Azerbaijan;Lithuania;2013;J;3;17;0;17;13;0;0;0
2635;Azerbaijan;Macedonia;2019;T;3;247;58;305;11;0;0;0
2636;Azerbaijan;Macedonia;2012;J;0;71;0;71;11;0;0;0
2637;Azerbaijan;Macedonia;2019;J;8;247;58;305;11;0;0;0
2638;Azerbaijan;Malta;2021;J;7;208;47;255;53;0;0;0
2639;Azerbaijan;Malta;2012;J;8;41;0;41;53;0;0;0
2640;Azerbaijan;Malta;2016;J;6;137;16;153;53;0;0;0
2641;Azerbaijan;Malta;2019;T;4;87;20;107;53;0;0;0
2642;Azerbaijan;Malta;2013;J;8;120;0;120;53;0;0;0
2643;Azerbaijan;Malta;2019;J;10;87;20;107;53;0;0;0
2644;Azerbaijan;Malta;2014;J;5;32;0;32;53;0;0;0
2645;Azerbaijan;Malta;2021;T;0;208;47;255;53;0;0;0
2646;Azerbaijan;Malta;2016;T;5;137;16;153;53;0;0;0
2647;Azerbaijan;Malta;2009;J;0;31;0;31;53;0;0;0
2648;Azerbaijan;Moldova;2018;T;4;94;115;209;61;0;0;0
2649;Azerbaijan;Moldova;2017;J;10;110;264;374;61;0;0;0
2650;Azerbaijan;Moldova;2013;J;1;71;0;71;61;0;0;0
2651;Azerbaijan;Moldova;2017;T;10;110;264;374;61;0;0;0
2652;Azerbaijan;Moldova;2011;J;7;97;0;97;61;0;0;0
2653;Azerbaijan;Moldova;2021;T;1;53;62;115;61;0;0;0
2654;Azerbaijan;Moldova;2012;J;0;81;0;81;61;0;0;0
2655;Azerbaijan;Moldova;2009;J;7;69;0;69;61;0;0;0
2656;Azerbaijan;Moldova;2018;J;7;94;115;209;61;0;0;0
2657;Azerbaijan;Moldova;2021;J;8;53;62;115;61;0;0;0
2658;Azerbaijan;Moldova;2010;J;6;27;0;27;61;0;0;0
2659;Azerbaijan;Montenegro;2014;J;0;37;0;37;2;0;0;0
2660;Azerbaijan;Montenegro;2015;J;2;44;0;44;2;0;0;0
2661;Azerbaijan;Norway;2018;T;7;60;84;144;30;0;0;0
2662;Azerbaijan;Norway;2008;J;5;182;0;182;30;0;0;0
2663;Azerbaijan;Norway;2010;J;0;35;0;35;30;0;0;0
2664;Azerbaijan;Norway;2013;J;2;191;0;191;30;0;0;0
2665;Azerbaijan;Norway;2017;J;0;129;29;158;30;0;0;0
2666;Azerbaijan;Norway;2018;J;0;60;84;144;30;0;0;0
2667;Azerbaijan;Norway;2021;J;0;15;60;75;30;0;0;0
2668;Azerbaijan;Norway;2019;T;1;40;291;331;30;0;0;0
2669;Azerbaijan;Norway;2009;J;8;387;0;387;30;0;0;0
2670;Azerbaijan;Norway;2021;T;7;15;60;75;30;0;0;0
2671;Azerbaijan;Norway;2019;J;0;40;291;331;30;0;0;0
2672;Azerbaijan;Norway;2017;T;0;129;29;158;30;0;0;0
2673;Azerbaijan;Norway;2015;J;0;102;0;102;30;0;0;0
2674;Azerbaijan;Norway;2012;J;0;7;0;7;30;0;0;0
2675;Azerbaijan;Norway;2014;J;0;88;0;88;30;0;0;0
2676;Azerbaijan;Poland;2016;T;3;7;222;229;13;0;0;0
2677;Azerbaijan;Poland;2014;J;2;62;0;62;13;0;0;0
2678;Azerbaijan;Poland;2017;J;6;23;41;64;13;0;0;0
2679;Azerbaijan;Poland;2017;T;0;23;41;64;13;0;0;0
2680;Azerbaijan;Poland;2008;J;0;14;0;14;13;0;0;0
2681;Azerbaijan;Poland;2016;J;2;7;222;229;13;0;0;0
2682;Azerbaijan;Poland;2015;J;0;10;0;10;13;0;0;0
2683;Azerbaijan;Portugal;2021;T;0;126;27;153;18;0;0;0
2684;Azerbaijan;Portugal;2017;T;8;382;376;758;18;0;0;0
2685;Azerbaijan;Portugal;2009;J;0;57;0;57;18;0;0;0
2686;Azerbaijan;Portugal;2021;J;2;126;27;153;18;0;0;0
2687;Azerbaijan;Portugal;2010;J;0;43;0;43;18;0;0;0
2688;Azerbaijan;Portugal;2018;T;0;21;18;39;18;0;0;0
2689;Azerbaijan;Portugal;2017;J;8;382;376;758;18;0;0;0
2690;Azerbaijan;Portugal;2008;J;0;69;0;69;18;0;0;0
2691;Azerbaijan;Portugal;2018;J;0;21;18;39;18;0;0;0
2692;Azerbaijan;Romania;2008;J;0;45;0;45;39;0;0;0
2693;Azerbaijan;Romania;2017;T;2;58;224;282;39;0;0;0
2694;Azerbaijan;Romania;2012;J;6;71;0;71;39;0;0;0
2695;Azerbaijan;Romania;2014;J;6;72;0;72;39;0;0;0
2696;Azerbaijan;Romania;2017;J;3;58;224;282;39;0;0;0
2697;Azerbaijan;Romania;2009;J;3;40;0;40;39;0;0;0
2698;Azerbaijan;Romania;2015;J;0;35;0;35;39;0;0;0
2699;Azerbaijan;Romania;2013;J;6;65;0;65;39;0;0;0
2700;Azerbaijan;Romania;2011;J;6;77;0;77;39;0;0;0
2701;Azerbaijan;Romania;2010;J;7;162;0;162;39;0;0;0
2702;Azerbaijan;Russia;2021;T;6;104;100;204;121;0;0;0
2703;Azerbaijan;Russia;2013;J;0;174;0;174;121;0;0;0
2704;Azerbaijan;Russia;2021;J;12;104;100;204;121;0;0;0
2705;Azerbaijan;Russia;2016;J;12;130;361;491;121;0;0;0
2706;Azerbaijan;Russia;2019;J;12;126;244;370;121;0;0;0
2707;Azerbaijan;Russia;2019;T;12;126;244;370;121;0;0;0
2708;Azerbaijan;Russia;2010;J;3;90;0;90;121;0;0;0
2709;Azerbaijan;Russia;2016;T;12;130;361;491;121;0;0;0
2710;Azerbaijan;Russia;2015;J;12;303;0;303;121;0;0;0
2711;Azerbaijan;Russia;2009;J;6;91;0;91;121;0;0;0
2712;Azerbaijan;Russia;2012;J;10;259;0;259;121;0;0;0
2713;Azerbaijan;Russia;2014;J;12;89;0;89;121;0;0;0
2714;Azerbaijan;Russia;2011;J;4;77;0;77;121;0;0;0
2715;Azerbaijan;Russia;2008;J;8;272;0;272;121;0;0;0
2716;Azerbaijan;San Marino;2014;J;3;14;0;14;16;0;0;0
2717;Azerbaijan;San Marino;2019;T;10;12;65;77;16;0;0;0
2718;Azerbaijan;San Marino;2021;T;3;37;13;50;16;0;0;0
2719;Azerbaijan;San Marino;2019;J;0;12;65;77;16;0;0;0
2720;Azerbaijan;San Marino;2021;J;0;37;13;50;16;0;0;0
2721;Azerbaijan;Serbia;2016;T;0;35;80;115;12;0;0;0
2722;Azerbaijan;Serbia;2011;J;0;85;0;85;12;0;0;0
2723;Azerbaijan;Serbia;2016;J;0;35;80;115;12;0;0;0
2724;Azerbaijan;Serbia;2018;J;10;38;75;113;12;0;0;0
2725;Azerbaijan;Serbia;2021;J;0;20;82;102;12;0;0;0
2726;Azerbaijan;Serbia;2010;J;0;72;0;72;12;0;0;0
2727;Azerbaijan;Serbia;2018;T;0;38;75;113;12;0;0;0
2728;Azerbaijan;Serbia;2008;J;2;160;0;160;12;0;0;0
2729;Azerbaijan;Serbia;2012;J;0;214;0;214;12;0;0;0
2730;Azerbaijan;Serbia;2021;T;0;20;82;102;12;0;0;0
2731;Azerbaijan;Serbia;2019;T;0;35;54;89;12;0;0;0
2732;Azerbaijan;Serbia;2015;J;0;53;0;53;12;0;0;0
2733;Azerbaijan;Serbia;2019;J;0;35;54;89;12;0;0;0
2734;Azerbaijan;Slovenia;2019;J;4;46;59;105;7;0;0;0
2735;Azerbaijan;Slovenia;2011;J;0;96;0;96;7;0;0;0
2736;Azerbaijan;Slovenia;2018;T;0;41;23;64;7;0;0;0
2737;Azerbaijan;Slovenia;2019;T;0;46;59;105;7;0;0;0
2738;Azerbaijan;Slovenia;2014;J;0;9;0;9;7;0;0;0
2739;Azerbaijan;Slovenia;2015;J;3;39;0;39;7;0;0;0
2740;Azerbaijan;Slovenia;2018;J;0;41;23;64;7;0;0;0
